name,kegg,biocyc,smdb,other
thiamin salvage iii,,"<a href=""https://biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=PWY-6898"" target='_blank'>BioCyc Link</a>",,
thiamine metabolism,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?00730"" target=_new>KEGG</a>",,"<a href=""http://www.smpdb.ca/view/SMP00066"""" target=_new>SMP</a>",
thiazole biosynthesis iii (eukaryotes),,"<a href=""https://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6909"" target='_blank'>BioCyc Link</a>",,
thio-molybdenum cofactor biosynthesis,,"<a href=""https://biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=PWY-5963"" target='_blank'>BioCyc Link</a>",,
thioredoxin pathway,,"<a href=""https://biocyc.org/HUMAN/NEW-IMAGE?type=PATHWAY&object=THIOREDOX-PWY"" target='_blank'>BioCyc Link</a>",,
thioredoxin system,,,,"<a href=""https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&object=THIOREDOX-PWY"" target='_blank'>Other Link</a>"
thiosulfate disproportionation iii (rhodanese),,"<a href=""https://biocyc.org/HUMAN/NEW-IMAGE?type=PATHWAY&object=PWY-5350"" target='_blank'>BioCyc Link</a>",,
threonine biosynthesis from homoserine,,,,"<a href=""https://ecocyc.org/ECOLI/NEW-IMAGE?type=PATHWAY&object=HOMOSER-THRESYN-PWY"" target='_blank'>Other Link</a>"
threonine degradation,,"<a href=""https://biocyc.org/META/new-image?object=PWY-5437"" target='_blank'>BioCyc Link</a>",,
threonine degradation ii,,"<a href=""https://biocyc.org/META/new-image?object=THREONINE-DEG2-PWY"" target='_blank'>BioCyc Link</a>",,
threonine degradation iv,,"<a href=""https://biocyc.org/META/new-image?object=PWY-5436"" target='_blank'>BioCyc Link</a>",,
thymine degradation,,"<a href=""https://biocyc.org/META/new-image?object=PWY-6430"" target='_blank'>BioCyc Link</a>",,
thyroid hormone biosynthesis,,"<a href=""https://biocyc.org/META/new-image?object=PWY-6241"" target='_blank'>BioCyc Link</a>",,
thyroid hormone metabolism i (via deiodination),,"<a href=""https://biocyc.org/META/new-image?object=PWY-6260"" target='_blank'>BioCyc Link</a>",,
thyroid hormone metabolism ii (via conjugation and/or degradation),,"<a href=""https://biocyc.org/HUMAN/NEW-IMAGE?type=PATHWAY&object=PWY-6261"" target='_blank'>BioCyc Link</a>",,
thyronamine and iodothyronamine metabolism,,"<a href=""https://biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=PWY-6688"" target='_blank'>BioCyc Link</a>",,
toluene and xylene degradation,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?00623"" target=_new>KEGG</a>","<a href="" target='_blank'>BioCyc Link</a>",,
toluene degradation,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?00623"" target=_new>KEGG</a>","<a href="" target='_blank'>BioCyc Link</a>",,
"trans,trans-farnesyl diphosphate biosynthesis",,"<a href=""https://biocyc.org/META/new-image?object=PWY-5123"" target='_blank'>BioCyc Link</a>",,
trehalose biosynthesis,,,,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=TRESYN-PWY"" target='_blank'>Other Link</a>"
trehalose biosynthesis i,,,,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=TRESYN-PWY"" target='_blank'>Other Link</a>"
trehalose degradation ii (trehalase),,"<a href=""https://biocyc.org/META/new-image?object=PWY0-1182"" target='_blank'>BioCyc Link</a>",,
triacylglycerol biosynthesis,,"<a href=""https://biocyc.org/META/new-image?object=TRIGLSYN-PWY"" target='_blank'>BioCyc Link</a>",,
triacylglycerol degradation,,,,"<a href=""https://metacyc.org/META/new-image?type=PATHWAY&object=LIPAS-PWY"" target='_blank'>Other Link</a>"
triglyceride biosynthesis,,,,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?object=TRIGLSYN-PWY"" target='_blank'>Other Link</a>"
trihydroxycoprostanoyl-coa beta-oxidation,,,,"<a href=""http://metafishnet.appspot.com/pathway/196"" target='_blank'>Other Link</a>"
trinitrotoluene degradation,,"<a href=""https://biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=PWY-6051&detail-level=2"" target='_blank'>BioCyc Link</a>",,
trna charging,,"<a href=""https://biocyc.org/META/new-image?object=TRNA-CHARGING-PWY"" target='_blank'>BioCyc Link</a>",,
trna charging pathway,,"<a href=""https://biocyc.org/META/new-image?object=TRNA-CHARGING-PWY"" target='_blank'>BioCyc Link</a>",,
trna splicing,,"<a href=""https://biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=PWY-6689"" target='_blank'>BioCyc Link</a>",,
"tropane, piperidine and pyridine alkaloid biosynthesis","<a href=""http://www.genome.jp/kegg-bin/show_pathway?00960"" target=_new>KEGG</a>","<a href="" target='_blank'>BioCyc Link</a>",,
tryptophan biosynthesis,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?00400"" target=_new>KEGG</a>",,,"<a href=""https://metacyc.org/META/new-image?type=PATHWAY&object=TRPSYN-PWY"" target='_blank'>Other Link</a>"
tryptophan degradation i (via anthranilate),,,,"<a href=""https://metacyc.org/META/NEW-IMAGE?type=PATHWAY&object=TRPCAT-PWY"" target='_blank'>Other Link</a>"
tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde,,"<a href=""https://biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=PWY-5651&detail-level=2"" target='_blank'>BioCyc Link</a>",,
tryptophan degradation viii (to tryptophol),,,,"<a href=""https://metacyc.org/META/new-image?type=PATHWAY&object=PWY-5081"" target='_blank'>Other Link</a>"
"tryptophan degradation x (mammalian, via tryptamine)",,"<a href=""https://biocyc.org/META/new-image?object=PWY-6307"" target='_blank'>BioCyc Link</a>",,
tryptophan metabolism,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?00380"" target=_new>KEGG</a>",,"<a href=""http://www.smpdb.ca/view/SMP00070"""" target=_new>SMP</a>",
two-component system,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?02020"" target=_new>KEGG</a>",,,
tyrosine biosynthesis,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?00400"" target=_new>KEGG</a>","<a href=""https://biocyc.org/META/new-image?object=TYRSYN"" target='_blank'>BioCyc Link</a>",,
tyrosine biosynthesis iv,,"<a href=""https://biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=PWY-6134"" target='_blank'>BioCyc Link</a>",,
tyrosine degradation,,"<a href=""https://biocyc.org/META/new-image?object=TYRFUMCAT-PWY"" target='_blank'>BioCyc Link</a>",,
tyrosine degradation i,,"<a href=""https://biocyc.org/META/new-image?object=TYRFUMCAT-PWY"" target='_blank'>BioCyc Link</a>",,
tyrosine metabolism,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?00350"" target=_new>KEGG</a>","<a href="" target='_blank'>BioCyc Link</a>","<a href=""http://www.smpdb.ca/view/SMP00072"""" target=_new>SMP</a>",
ubiquinol-10 biosynthesis (eukaryotic),,,,"<a href=""https://metacyc.org/META/NEW-IMAGE?type=PATHWAY&object=PWY-5872"" target='_blank'>Other Link</a>"
ubiquinol-6 biosynthesis (eukaryotic),,"<a href=""https://biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=PWY-7235"" target='_blank'>BioCyc Link</a>",,
ubiquinone and other terpenoid-quinone biosynthesis,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?00130"" target=_new>KEGG</a>","<a href="" target='_blank'>BioCyc Link</a>",,
ubiquinone biosynthesis,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?00130"" target=_new>KEGG</a>",,"<a href=""http://www.smpdb.ca/view/SMP00074"""" target=_new>SMP</a>","<a href=""http://metafishnet.appspot.com/pathway/199"" target='_blank'>Other Link</a>"
ubiquitin mediated proteolysis,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?04120"" target=_new>KEGG</a>","<a href="" target='_blank'>BioCyc Link</a>",,
udp-<i>n</i>-acetyl-d-galactosamine biosynthesis i,,"<a href=""https://biocyc.org/HUMAN/new-image?type=PATHWAY&object=PWY-5512"" target='_blank'>BioCyc Link</a>",,
udp-<i>n</i>-acetyl-d-galactosamine biosynthesis ii,,"<a href=""https://biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=PWY-5514"" target='_blank'>BioCyc Link</a>",,
udp-<i>n</i>-acetyl-d-glucosamine biosynthesis ii,,"<a href=""https://biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=UDPNACETYLGALSYN-PWY"" target='_blank'>BioCyc Link</a>",,
udp-d-xylose and udp-d-glucuronate biosynthesis,,,,"<a href=""https://humancyc.org/HUMAN/NEW-IMAGE?type=PATHWAY&object=PWY-4821"" target='_blank'>Other Link</a>"
udp-galactose biosynthesis (salvage pathway from galactose using udp-glucose),,,,"<a href=""http://mousecyc.jax.org/MOUSE/NEW-IMAGE?type=PATHWAY&object=GALACTMETAB-PWY"" target='_blank'>Other Link</a>"
udp-n-acetylglucosamine biosynthesis,,"<a href=""https://biocyc.org/YEAST/NEW-IMAGE?type=PATHWAY&object=UDPNAGSYN-YEAST-PWY"" target='_blank'>BioCyc Link</a>",,
uracil degradation ii (reductive),,,,"<a href=www.pathwaycommons.org/pc/record2.do?id=505658"" target='_blank'>Other Link</a>"
urate biosynthesis,,,,
urate biosynthesis/inosine 5'-phosphate degradation,,"<a href=""https://biocyc.org/SCO/NEW-IMAGE?type=PATHWAY&object=PWY-5695"" target='_blank'>BioCyc Link</a>",,
urate degradation to allantoin,,"<a href=""https://biocyc.org/META/new-image?object=PWY-5691"" target='_blank'>BioCyc Link</a>",,
urea cycle,,,"<a href=""http://www.smpdb.ca/view/SMP00075"""" target=_new>SMP</a>",
urea cycle/amino group metabolism,,,,"<a href=""http://metafishnet.appspot.com/pathway/200"" target='_blank'>Other Link</a>"
urea degradation,,,,
uridine-5'-phosphate biosynthesis,,"<a href=""https://biocyc.org/MCOL/NEW-IMAGE?type=PATHWAY&object=PWY-5686"" target='_blank'>BioCyc Link</a>",,
valine biosynthesis,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?00290"" target=_new>KEGG</a>","<a href=""https://biocyc.org/login.html?redirect=https%3A%2F%2Fbiocyc.org%2FMETA%2Fnew-image%3Fobject%3DVALSYN-PWY"" target='_blank'>BioCyc Link</a>",,
valine degradation,,"<a href=""https://biocyc.org/META/new-image?object=VALDEG-PWY"" target='_blank'>BioCyc Link</a>",,
valine degradation i,,,,"<a href=""https://metacyc.org/META/NEW-IMAGE?type=PATHWAY&object=VALDEG-PWY"" target='_blank'>Other Link</a>"
valine- leucine and isoleucine degradation,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?00280"" target=_new>KEGG</a>",,,"<a href=""http://metafishnet.appspot.com/pathway/201"" target='_blank'>Other Link</a>"
"valine, leucine and isoleucine biosynthesis","<a href=""http://www.genome.jp/kegg-bin/show_pathway?00290"" target=_new>KEGG</a>",,,
"valine, leucine and isoleucine degradation","<a href=""http://www.genome.jp/kegg-bin/show_pathway?00280"" target=_new>KEGG</a>",,"<a href=""http://www.smpdb.ca/view/SMP00076"""" target=_new>SMP</a>",
very long chain fatty acid biosynthesis,,"<a href=""https://biocyc.org/META/new-image?object=PWY-5080"" target='_blank'>BioCyc Link</a>",,
vitamin a (retinol) metabolism,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?00830"" target=_new>KEGG</a>",,,"<a href=""http://metafishnet.appspot.com/pathway/202"" target='_blank'>Other Link</a>"
vitamin b1 (thiamin) metabolism,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?00730"" target=_new>KEGG</a>",,,"<a href=""http://metafishnet.appspot.com/pathway/203"" target='_blank'>Other Link</a>"
vitamin b12 (cyanocobalamin) metabolism,,,,"<a href=""http://metafishnet.appspot.com/pathway/204"" target='_blank'>Other Link</a>"
vitamin b2 (riboflavin) metabolism,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?00740"" target=_new>KEGG</a>",,,"<a href=""http://metafishnet.appspot.com/pathway/205"" target='_blank'>Other Link</a>"
vitamin b3 (nicotinate and nicotinamide) metabolism,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?00760"" target=_new>KEGG</a>",,,"<a href=""http://metafishnet.appspot.com/pathway/206"" target='_blank'>Other Link</a>"
vitamin b5 - coa biosynthesis from pantothenate,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?00770"" target=_new>KEGG</a>",,,"<a href=""http://metafishnet.appspot.com/pathway/207"" target='_blank'>Other Link</a>"
vitamin b6 (pyridoxine) metabolism,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?00750"" target=_new>KEGG</a>",,,"<a href=""http://metafishnet.appspot.com/pathway/208"" target='_blank'>Other Link</a>"
vitamin b6 metabolism,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?00750"" target=_new>KEGG</a>",,"<a href=""http://www.smpdb.ca/view/SMP00128"""" target=_new>SMP</a>",
vitamin b9 (folate) metabolism,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?00790"" target=_new>KEGG</a>",,,"<a href=""http://metafishnet.appspot.com/pathway/209"" target='_blank'>Other Link</a>"
vitamin d,,,,"<a href=""http://metafishnet.appspot.com/pathway/210"" target='_blank'>Other Link</a>"
vitamin d3 (cholecalciferol) metabolism,,,,"<a href=""http://metafishnet.appspot.com/pathway/211"" target='_blank'>Other Link</a>"
vitamin e metabolism,,,,"<a href=""http://metafishnet.appspot.com/pathway/212"" target='_blank'>Other Link</a>"
vitamin h (biotin) metabolism,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?00780"" target=_new>KEGG</a>",,,"<a href=""http://metafishnet.appspot.com/pathway/213"" target='_blank'>Other Link</a>"
vitamin k metabolism,,,,"<a href=""http://metafishnet.appspot.com/pathway/214"" target='_blank'>Other Link</a>"
wax esters biosynthesis ii,,"<a href=""https://biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=PWY-5885"" target='_blank'>BioCyc Link</a>",,
wnt signaling pathway,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?04310"" target=_new>KEGG</a>",,,
wound-induced proteolysis i,,,,"<a href=""http://mousecyc.jax.org:1555/META/NEW-IMAGE?type=PATHWAY&object=PWY-5988"" target='_blank'>Other Link</a>"
xanthine and xanthosine salvage,,,,"<a href=""http://mousecyc.jax.org/META/NEW-IMAGE?type=PATHWAY&object=SALVPURINE2-PWY&orgids=(HUMAN%20MOUSE)"" target='_blank'>Other Link</a>"
xenobiotics metabolism,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?00980"" target=_new>KEGG</a>",,,"<a href=""http://metafishnet.appspot.com/pathway/215"" target='_blank'>Other Link</a>"
xylitol degradation,,,,"<a href=""https://metacyc.org/META/NEW-IMAGE?type=NIL&object=LARABITOLUTIL-PWY&redirect=T"" target='_blank'>Other Link</a>"
xylose degradation i,,,,"<a href=""https://metacyc.org/META/NEW-IMAGE?type=PATHWAY&object=XYLCAT-PWY"" target='_blank'>Other Link</a>"
xylose metabolism,,"<a href=""https://biocyc.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-8"" target='_blank'>BioCyc Link</a>",,
xylulose degradation,,,,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY3O-5"" target='_blank'>Other Link</a>"
zeatin biosynthesis,"<a href=""http://www.genome.jp/kegg-bin/show_pathway?00908"" target=_new>KEGG</a>",,,
zymosterol biosynthesis,,,,"<a href=""https://metacyc.org/META/new-image?type=PATHWAY&object=PWY-6074"" target='_blank'>Other Link</a>"
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
,,"<a href="" target='_blank'>BioCyc Link</a>",,
