V1,V2,V3
Apparent mineralocorticoid excess syndrome,"Cortexolone; Deoxycorticosterone; Aldosterone; Cortisol; Cholesterol; NADP; NADPH; Pregnenolone; Tetrahydrocorticosterone; 18-Hydroxycorticosterone; 17a-Hydroxypregnenolone; 17-Hydroxyprogesterone; NAD; Tetrahydrocortisone; Tetrahydrocortisol; 4-Methylpentanal; Oxygen; NADH; Corticosterone; Progesterone; Water; Cortisone; Heme; Dihydrocortisol; 5a-Pregnane-3,20-dione; 21-Hydroxypregnenolone; 11-Dehydrocorticosterone; 21-Deoxycortisol; 11b-Hydroxyprogesterone; 22b-Hydroxycholesterol; 20alpha-Hydroxycholesterol; 3a,11b,21-Trihydroxy-20-oxo-5b-pregnan-18-al; 11b,21-Dihydroxy-3,20-oxo-5b-pregnan-18-al; 3a,21-Dihydroxy-5b-pregnane-11,20-dione; 21-Hydroxy-5b-pregnane-3,11,20-trione; 11b,21-Dihydroxy-5b-pregnane-3,20-dione; 17a,21-Dihydroxy-5b-pregnane-3,11,20-trione; 3a-Hydroxy-5b-pregnane-20-one; 11b,17a,21-Trihydroxypreg-nenolone; 17alpha,21-Dihydroxypregnenolone; 20a,22b-Dihydroxycholesterol; 17a,20a-Dihydroxycholesterol; Hydrogen Ion",http://www.smpdb.ca/view/SMP00717
Aprotinin Action Pathway,"Cortexolone; Calcium; Vitamin K1 2,3-epoxide; Reduced Vitamin K (phylloquinone); Phytonadione",http://www.smpdb.ca/view/SMP00288
Arbekacin Action Pathway,Adenosine monophosphate; Cytidine triphosphate; Cytidine monophosphate; L-Alanine; L-Proline; L-Threonine; L-Asparagine; L-Isoleucine; L-Histidine; Pyrophosphate; Uridine triphosphate; Uridine 5'-monophosphate; Adenosine triphosphate; L-Leucine; L-Methionine; L-Valine; Guanosine triphosphate; Guanosine monophosphate; D-Serine; Arbekacin,http://www.smpdb.ca/view/SMP00713
Arbutamine Action Pathway,"Calcium; Adenosine triphosphate; Magnesium; Potassium; Sodium; ADP; Phosphate; Inositol 1,4,5-trisphosphate; Water; DG(14:0/14:1(9Z)/0:0); PIP2(16:0/20:3(8Z,11Z,14Z)); Arbutamine",http://www.smpdb.ca/view/SMP00664
Ardeparin Action Pathway,"Cortexolone; Calcium; Vitamin K1 2,3-epoxide; Reduced Vitamin K (phylloquinone); Ardeparin; Phytonadione; Enoxaparin",http://www.smpdb.ca/view/SMP00275
Argatroban Action Pathway,"Cortexolone; Calcium; Vitamin K1 2,3-epoxide; Reduced Vitamin K (phylloquinone); Argatroban; Phytonadione",http://www.smpdb.ca/view/SMP00276
Aromatase deficiency,"Androstenedione; Adenosine 3',5'-diphosphate; Dehydroepiandrosterone; Formic acid; Estrone; Estradiol; NADP; NADPH; Testosterone; Uridine 5'-diphosphate; 17a-Hydroxypregnenolone; 17-Hydroxyprogesterone; Calcium; NAD; Uridine diphosphate glucuronic acid; Dehydroepiandrosterone sulfate; Phosphoadenosine phosphosulfate; Oxygen; Estrone sulfate; Sulfate; NADH; Water; Heme; Testosterone glucuronide; 19-Hydroxyandrost-4-ene-3,17-dione; 19-Oxotestosterone; 17-beta-Estradiol-3-glucuronide; 19-Oxoandrost-4-ene-3,17-dione; 19-Hydroxytestosterone; 5b-Dihydrotestosterone; Hydrogen Ion",http://www.smpdb.ca/view/SMP00565
Artemether Metabolism Pathway,Uridine 5'-diphosphate; NAD; Uridine diphosphate glucuronic acid; Oxygen; Formaldehyde; NADH; Water; Heme; Artemether; Dihydroartemisinin (DHA),http://www.smpdb.ca/view/SMP00651
Astemizole H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Astemizole; Histamium",http://www.smpdb.ca/view/SMP59897
Atenolol Action Pathway,"Calcium; Adenosine triphosphate; Magnesium; Potassium; Sodium; ADP; Phosphate; Inositol 1,4,5-trisphosphate; Atenolol; Water; DG(14:0/14:1(9Z)/0:0); PIP2(16:0/20:3(8Z,11Z,14Z))",http://www.smpdb.ca/view/SMP00298
Atorvastatin Action Pathway,"7-Dehydrocholesterol; Cholesterol; Formic acid; NADP; Palmitic acid; NADPH; Mevalonic acid; Pyrophosphate; Squalene; Adenosine triphosphate; Magnesium; Vitamin D3; Farnesyl pyrophosphate; 4,4-Dimethylcholesta-8,14,24-trienol; (S)-5-Diphosphomevalonic acid; Dimethylallylpyrophosphate; Lathosterol; (S)-2,3-Epoxysqualene; Acetyl-CoA; 4a-Methylzymosterol; FAD; Lanosterin; Geranyl-PP; 4,4-Dimethyl-5a-cholesta-8,24-dien-3-b-ol; ADP; Mevalonic acid-5P; Isopentenyl pyrophosphate; 3-Hydroxy-3-methylglutaryl-CoA; Oxygen; Coenzyme A; Phosphate; Acetoacetyl-CoA; Carbon dioxide; 8-Dehydrocholesterol; Water; Desmosterol; Heme; 7-Dehydrodesmosterol; Atorvastatin; Zymosterol intermediate 2; 3-Keto-4-methylzymosterol; 24,25-Dihydrolanosterol; 4,4-Dimethyl-5a-cholesta-8-en-3b-ol; 5a-Cholest-8-en-3b-ol; 5a-Cholesta-7,24-dien-3b-ol; 4a-Methylzymosterol-4-carboxylic acid; CE(18:0); Iron",http://www.smpdb.ca/view/SMP00131
Azatadine H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Azatadine; Histamium",http://www.smpdb.ca/view/SMP59865
Azathioprine Action Pathway,"Adenine; Adenosine monophosphate; Adenosine; Ammonia; Cyclic AMP; Deoxyinosine; Deoxyguanosine; Deoxyadenosine; Glycine; Guanine; Guanosine; Fumaric acid; L-Glutamic acid; Hypoxanthine; Inosinic acid; Inosine triphosphate; L-Aspartic acid; Inosine; NADP; NADPH; Pyrophosphate; Phosphoribosyl pyrophosphate; Uric acid; Xanthine; Xanthosine; Calcium; Adenylsuccinic acid; Adenosine triphosphate; Magnesium; Potassium; Sodium; L-Glutamine; SAICAR; NAD; Deoxyadenosine monophosphate; S-Adenosylhomocysteine; dGDP; 10-Formyltetrahydrofolate; Phosphoribosylformylglycineamidine; 2'-Deoxyguanosine 5'-monophosphate; 5-Phosphoribosylamine; Adenosine diphosphate ribose; S-Adenosylmethionine; Guanosine diphosphate; 5-Aminoimidazole ribonucleotide; FAD; Guanosine triphosphate; Zinc (II) ion; 5'-Phosphoribosyl-N-formylglycinamide; Diguanosine tetraphosphate; ADP; Deoxyribose 1-phosphate; Oxygen; Guanosine monophosphate; Phosphate; Phosphoribosyl formamidocarboxamide; dGTP; NADH; Ribose 1-phosphate; dADP; AICAR; Deoxyadenosine triphosphate; D-Ribose 5-phosphate; Xanthylic acid; Tetrahydrofolic acid; Carbon dioxide; Glycineamideribotide; Water; Phosphoric acid; Molybdopterin; Hydrogen peroxide; Heme; 5-Aminoimidazole-4-carboxamide; IDP; 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate; Guanosine 2',3'-cyclic phosphate ; Fe3+; Azathioprine; Mercaptopurine; 6-Methylmercaptopurine; 6-Methylthiopurine 5'-monophosphate ribonucleotide; 6-Thioguanosine monophosphate; 6-Thioinosine-5'-monophosphate; 6-Thiourate; 6-thiouric acid; 1-Methyl-4-nitroimidazole; 6-Thioguanylic acid; 6-Thioinosinic acid; 8-Hydroxythioguanine; Thioguanosine 5'-diphosphate; Thioguanosine 5'-triphosphate; Thioxanthine monophosphate",http://www.smpdb.ca/view/SMP00427
Azathioprine Metabolism Pathway,Azathioprine; Mercaptopurine; 1-Methyl-4-nitroimidazole,http://www.smpdb.ca/view/SMP00645
Azelastine H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Azelastine; Histamium",http://www.smpdb.ca/view/SMP60741
Azithromycin Action Pathway,Adenosine monophosphate; Cytidine triphosphate; Cytidine monophosphate; L-Alanine; L-Proline; L-Threonine; L-Asparagine; L-Isoleucine; L-Histidine; Pyrophosphate; Uridine triphosphate; Uridine 5'-monophosphate; Adenosine triphosphate; L-Leucine; L-Methionine; L-Valine; Guanosine triphosphate; Guanosine monophosphate; D-Serine; Azithromycin,http://www.smpdb.ca/view/SMP00247
Bafetinib Inhibition of BCR-ABL,Bafetinib,http://www.smpdb.ca/view/SMP31699
Bamipine H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Histamium; Bamipine",http://www.smpdb.ca/view/SMP62882
Benazepril Action Pathway,Aldosterone; Chloride ion; Angiotensin II; Zinc (II) ion; Vasopressin; Benazepril; Benazeprilat; Angiotensin I,http://www.smpdb.ca/view/SMP00145
Benazepril Metabolism Pathway,Chloride ion; Zinc (II) ion; Benazepril; Benazeprilat,http://www.smpdb.ca/view/SMP00591
Bendroflumethiazide Action Pathway,Aldosterone; Urea; Chloride ion; L-Cysteine; Potassium; Sodium; Hydrogen carbonate; Water; Bendroflumethiazide,http://www.smpdb.ca/view/SMP00090
Benzocaine Action Pathway,Dopamine; Norepinephrine; Serotonin; Calcium; Adenosine triphosphate; Potassium; Sodium; ADP; Phosphate; Water; Benzocaine,http://www.smpdb.ca/view/SMP00392
Bepotastine H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Bepotastine; Histamium",http://www.smpdb.ca/view/SMP60058
Beta-mercaptolactate-cysteine disulfiduria,Adenosine monophosphate; Ammonia; L-Glutamic acid; Oxoglutaric acid; Sulfite; Pyruvic acid; Pyrophosphate; Adenosine triphosphate; L-Cysteine; Fe2+; NAD; 3-Sulfinoalanine; gamma-Glutamylcysteine; Zinc (II) ion; ADP; 3-Mercaptopyruvic acid; Oxygen; 3-Sulfinylpyruvic acid; Thiocyanate; NADH; Pyridoxal 5'-phosphate; Cyanide; Water; 3-Mercaptolactic acid; Phosphoric acid; Hydrogen sulfide,http://www.smpdb.ca/view/SMP00499
Betahistine H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Betahistine; Histamium",http://www.smpdb.ca/view/SMP60744
Betaxolol Action Pathway,"Calcium; Adenosine triphosphate; Magnesium; Potassium; Sodium; ADP; Phosphate; Inositol 1,4,5-trisphosphate; Water; DG(14:0/14:1(9Z)/0:0); PIP2(16:0/20:3(8Z,11Z,14Z)); Betaxolol",http://www.smpdb.ca/view/SMP00299
Betazole Action Pathway,Chloride ion; Adenosine triphosphate; Potassium; Hydrogen carbonate; Histamine; Acetylcholine; Zinc (II) ion; ADP; Phosphate; Carbon dioxide; Water; Betazole; Hydrogen Ion; Histamium,http://www.smpdb.ca/view/SMP00736
Bevantolol Action Pathway,"Calcium; Adenosine triphosphate; Magnesium; Potassium; Sodium; ADP; Phosphate; Inositol 1,4,5-trisphosphate; Water; DG(14:0/14:1(9Z)/0:0); PIP2(16:0/20:3(8Z,11Z,14Z)); Bevantolol",http://www.smpdb.ca/view/SMP00668
Bilastine H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Histamium; Bilastine",http://www.smpdb.ca/view/SMP60170
Bisoprolol Action Pathway,"Calcium; Adenosine triphosphate; Magnesium; Potassium; Sodium; ADP; Phosphate; Inositol 1,4,5-trisphosphate; Water; DG(14:0/14:1(9Z)/0:0); PIP2(16:0/20:3(8Z,11Z,14Z)); Bisoprolol",http://www.smpdb.ca/view/SMP00300
Bivalirudin Action Pathway,"Cortexolone; Calcium; Vitamin K1 2,3-epoxide; Reduced Vitamin K (phylloquinone); Phytonadione",http://www.smpdb.ca/view/SMP00277
Blue diaper syndrome,Aldosterone; Urea; Chloride ion; L-Cysteine; Potassium; Sodium; Hydrogen carbonate; Water,http://www.smpdb.ca/view/SMP00583
Bopindolol Action Pathway,"Calcium; Adenosine triphosphate; Magnesium; Potassium; Sodium; ADP; Phosphate; Inositol 1,4,5-trisphosphate; Water; DG(14:0/14:1(9Z)/0:0); PIP2(16:0/20:3(8Z,11Z,14Z)); Bopindolol",http://www.smpdb.ca/view/SMP00657
Bosutinib Inhibition of BCR-ABL,Bosutinib,http://www.smpdb.ca/view/SMP31698
Bromfenac Action Pathway,"Glutathione; L-Glutamic acid; NADP; NADPH; Calcium; Magnesium; Arachidonic acid; Leukotriene B4; Prostaglandin F2a; Leukotriene C4; Prostaglandin E2; Zinc (II) ion; Prostaglandin I2; Leukotriene A4; Oxygen; Prostaglandin H2; Prostaglandin D2; Thromboxane A2; 20-Hydroxy-leukotriene B4; Water; 5,6-Epoxy-8,11,14-eicosatrienoic acid; 8,9-Epoxyeicosatrienoic acid; 14,15-DiHETrE; 8,9-DiHETrE; 11,12-DiHETrE; 5,6-DHET; Prostaglandin J2; Prostaglandin A2; Heme; Prostaglandin G2; Thromboxane B2; Oxidized glutathione; 15(S)-HETE; 12-Keto-leukotriene B4; Prostaglandin B2; Delta-12-Prostaglandin J2; 6-Ketoprostaglandin E1; 11-Dehydro-thromboxane B2; 12(S)-HPETE; 15(S)-HPETE; 14,15-Epoxy-5,8,11-eicosatrienoic acid; 8-Isoprostane; 11,12-Epoxyeicosatrienoic acid; 8-HETE; 16(R)-HETE; 11,12,15-THETA; 12(R)-HPETE; 11H-14,15-EETA; 11,14,15-THETA; 8(S)-HPETE; 15H-11,12-EETA; 15-Deoxy-d-12,14-PGJ2; 20-Hydroxyeicosatetraenoic acid; 20-Carboxy-leukotriene B4; PC(14:0/20:4(5Z,8Z,11Z,14Z)); 5-KETE; LysoPC(14:0); 5-HETE; 5-HPETE; 19(S)-HETE; 11-Epi-PGF2a; Fe3+; 12-KETE; Bromfenac; Prostaglandin-c2; Arachidonate; prostaglandin-a2",http://www.smpdb.ca/view/SMP00102
Bromodiphenhydramine H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Bromodiphenhydramine; Histamium",http://www.smpdb.ca/view/SMP58813
Brompheniramine H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Brompheniramine; Water; Histamium",http://www.smpdb.ca/view/SMP57579
Buclizine H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Buclizine; Histamium",http://www.smpdb.ca/view/SMP58964
Bumetanide Action Pathway,Aldosterone; Urea; Chloride ion; L-Cysteine; Potassium; Sodium; Hydrogen carbonate; Water; Bumetanide,http://www.smpdb.ca/view/SMP00088
Bupivacaine Action Pathway,Dopamine; Norepinephrine; Serotonin; Calcium; Adenosine triphosphate; Potassium; Sodium; ADP; Phosphate; Water; Bupivacaine,http://www.smpdb.ca/view/SMP00393
Bupranolol Action Pathway,"Calcium; Adenosine triphosphate; Magnesium; Potassium; Sodium; ADP; Phosphate; Inositol 1,4,5-trisphosphate; Water; DG(14:0/14:1(9Z)/0:0); PIP2(16:0/20:3(8Z,11Z,14Z)); Bupranolol",http://www.smpdb.ca/view/SMP00670
Buprenorphine Action Pathway,Dopamine; Norepinephrine; Serotonin; Calcium; Adenosine triphosphate; Potassium; Sodium; ADP; Phosphate; Water; Buprenorphine,http://www.smpdb.ca/view/SMP00684
Candesartan Action Pathway,Aldosterone; Chloride ion; Angiotensin II; Zinc (II) ion; Vasopressin; Candesartan; Angiotensin I,http://www.smpdb.ca/view/SMP00158
Capecitabine Action Pathway,Sodium; FAD; Phosphate; Water; Meprobamate; Fluorouracil; Capecitabine; 5-Deoxyribose-1-phosphate; 5'-Deoxy-5-fluorouridine,http://www.smpdb.ca/view/SMP00469
Capecitabine Metabolism Pathway,Sodium; FAD; Phosphate; Water; Meprobamate; Fluorouracil; Capecitabine; 5-Deoxyribose-1-phosphate; 5'-Deoxy-5-fluorouridine,http://www.smpdb.ca/view/SMP00607
Captopril Action Pathway,Aldosterone; Chloride ion; Angiotensin II; Zinc (II) ion; Vasopressin; Captopril; Angiotensin I,http://www.smpdb.ca/view/SMP00146
Carbamazepine Metabolism Pathway,"NADP; NADPH; NAD; Oxygen; NADH; Water; Heme; Carbamazepine; Oxcarbazepine; Hydrogen Ion; Carbamazepine-O-quinone; 10,11-Dihydroxycarbamazepine; 2-Hydroxycarbamazepine; 2-Hydroxyiminostilbene; 3-Hydroxycarbamazepine; Carbamazepine-10,11-epoxide; 2,3-Dihydroxycarbamazepine; Carbamazepine iminoquinone; 10-Hydroxycarbazepine",http://www.smpdb.ca/view/SMP00634
Carbinoxamine H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Carbinoxamine; Histamium",http://www.smpdb.ca/view/SMP58797
Carfentanil Action Pathway,Dopamine; Norepinephrine; Serotonin; Calcium; Adenosine triphosphate; Potassium; Sodium; ADP; Phosphate; Water,http://www.smpdb.ca/view/SMP00414
Carnitine palmitoyl transferase deficiency (I),Adenosine monophosphate; L-Carnitine; Palmitic acid; L-Palmitoylcarnitine; Pyrophosphate; Adenosine triphosphate; Magnesium; NAD; Octanoyl-CoA; Butyryl-CoA; 3-Hydroxybutyryl-CoA; Acetyl-CoA; FAD; Palmityl-CoA; Glutaryl-CoA; Coenzyme A; Acetoacetyl-CoA; NADH; Tetradecanoyl-CoA; Carbon dioxide; Crotonoyl-CoA; Water; Lauroyl-CoA; (S)-3-Hydroxyhexadecanoyl-CoA; (S)-3-Hydroxytetradecanoyl-CoA; 3-Oxotetradecanoyl-CoA; (S)-3-Hydroxydodecanoyl-CoA; 3-Oxododecanoyl-CoA; (S)-Hydroxydecanoyl-CoA; 3-Oxodecanoyl-CoA; (S)-Hydroxyoctanoyl-CoA; 3-Oxooctanoyl-CoA; (S)-Hydroxyhexanoyl-CoA; 3-Oxohexanoyl-CoA; trans-2-Hexenoyl-CoA; (2E)-Hexadecenoyl-CoA; (2E)-Tetradecenoyl-CoA; (2E)-Decenoyl-CoA; (2E)-Octenoyl-CoA; 3-Oxohexadecanoyl-CoA; Decanoyl-CoA (n-C10:0CoA); Hydrogen Ion,http://www.smpdb.ca/view/SMP00538
Carnitine palmitoyl transferase deficiency (II),Adenosine monophosphate; L-Carnitine; Palmitic acid; L-Palmitoylcarnitine; Pyrophosphate; Adenosine triphosphate; Magnesium; NAD; Octanoyl-CoA; Butyryl-CoA; 3-Hydroxybutyryl-CoA; Acetyl-CoA; FAD; Palmityl-CoA; Glutaryl-CoA; Coenzyme A; Acetoacetyl-CoA; NADH; Tetradecanoyl-CoA; Carbon dioxide; Crotonoyl-CoA; Water; Lauroyl-CoA; (S)-3-Hydroxyhexadecanoyl-CoA; (S)-3-Hydroxytetradecanoyl-CoA; 3-Oxotetradecanoyl-CoA; (S)-3-Hydroxydodecanoyl-CoA; 3-Oxododecanoyl-CoA; (S)-Hydroxydecanoyl-CoA; 3-Oxodecanoyl-CoA; (S)-Hydroxyoctanoyl-CoA; 3-Oxooctanoyl-CoA; (S)-Hydroxyhexanoyl-CoA; 3-Oxohexanoyl-CoA; trans-2-Hexenoyl-CoA; (2E)-Hexadecenoyl-CoA; (2E)-Tetradecenoyl-CoA; (2E)-Decenoyl-CoA; (2E)-Octenoyl-CoA; 3-Oxohexadecanoyl-CoA; Decanoyl-CoA (n-C10:0CoA); Hydrogen Ion,http://www.smpdb.ca/view/SMP00541
Carnitine-acylcarnitine translocase deficiency,L-Carnitine; L-Acetylcarnitine; Adenosine triphosphate; Magnesium; Dodecanoic acid; Acetyl-CoA; ADP; Coenzyme A; Tetradecanoyl-CoA; Tetracosanoic acid; Hexacosanoic acid; Lauroyl-CoA; Hexacosanoyl-CoA; Tetracosanoyl-CoA,http://www.smpdb.ca/view/SMP00517
"Carnosinuria, carnosinemia","1,3-Diaminopropane; Ureidopropionic acid; Carnosine; Ammonia; Beta-Alanine; Dihydrouracil; L-Glutamic acid; L-Histidine; L-Aspartic acid; Anserine; Oxoglutaric acid; Pantothenic acid; NADP; NADPH; Uracil; Calcium; 3-Methylhistidine; Copper; NAD; 3-Aminopropionaldehyde; Acetyl-CoA; FAD; Zinc (II) ion; Oxygen; Coenzyme A; NADH; Pyridoxal 5'-phosphate; Flavin Mononucleotide; Carbon dioxide; Water; Hydrogen peroxide; Malonic semialdehyde; Topaquinone; Hydrogen Ion",http://www.smpdb.ca/view/SMP00493
Carprofen Action Pathway,"Glutathione; L-Glutamic acid; NADP; NADPH; Calcium; Magnesium; Arachidonic acid; Leukotriene B4; Prostaglandin F2a; Leukotriene C4; Prostaglandin E2; Zinc (II) ion; Prostaglandin I2; Leukotriene A4; Oxygen; Prostaglandin H2; Prostaglandin D2; Thromboxane A2; 20-Hydroxy-leukotriene B4; Water; 5,6-Epoxy-8,11,14-eicosatrienoic acid; 8,9-Epoxyeicosatrienoic acid; 14,15-DiHETrE; 8,9-DiHETrE; 11,12-DiHETrE; 5,6-DHET; Prostaglandin J2; Prostaglandin A2; Heme; Prostaglandin G2; Thromboxane B2; Oxidized glutathione; 15(S)-HETE; 12-Keto-leukotriene B4; Prostaglandin B2; Delta-12-Prostaglandin J2; 6-Ketoprostaglandin E1; 11-Dehydro-thromboxane B2; 12(S)-HPETE; 15(S)-HPETE; 14,15-Epoxy-5,8,11-eicosatrienoic acid; 8-Isoprostane; 11,12-Epoxyeicosatrienoic acid; 8-HETE; 16(R)-HETE; 11,12,15-THETA; 12(R)-HPETE; 11H-14,15-EETA; 11,14,15-THETA; 8(S)-HPETE; 15H-11,12-EETA; 15-Deoxy-d-12,14-PGJ2; 20-Hydroxyeicosatetraenoic acid; 20-Carboxy-leukotriene B4; PC(14:0/20:4(5Z,8Z,11Z,14Z)); 5-KETE; LysoPC(14:0); 5-HETE; 5-HPETE; 19(S)-HETE; 11-Epi-PGF2a; Fe3+; 12-KETE; Carprofen; Prostaglandin-c2; Arachidonate; prostaglandin-a2",http://www.smpdb.ca/view/SMP00694
Carteolol Action Pathway,"Calcium; Adenosine triphosphate; Magnesium; Potassium; Sodium; ADP; Phosphate; Inositol 1,4,5-trisphosphate; Water; DG(14:0/14:1(9Z)/0:0); PIP2(16:0/20:3(8Z,11Z,14Z)); Carteolol",http://www.smpdb.ca/view/SMP00658
Carvedilol Action Pathway,"Calcium; Adenosine triphosphate; Magnesium; Potassium; Sodium; ADP; Phosphate; Inositol 1,4,5-trisphosphate; Water; DG(14:0/14:1(9Z)/0:0); PIP2(16:0/20:3(8Z,11Z,14Z)); 8-Hydroxycarvedilol; Carvedilol",http://www.smpdb.ca/view/SMP00367
Celecoxib Action Pathway,"Glutathione; L-Glutamic acid; NADP; NADPH; Uridine 5'-diphosphate; Calcium; Magnesium; Uridine diphosphate glucuronic acid; Arachidonic acid; Leukotriene B4; Prostaglandin F2a; Leukotriene C4; Prostaglandin E2; Zinc (II) ion; Prostaglandin I2; Leukotriene A4; Oxygen; Prostaglandin H2; Prostaglandin D2; Thromboxane A2; 20-Hydroxy-leukotriene B4; Water; 5,6-Epoxy-8,11,14-eicosatrienoic acid; 8,9-Epoxyeicosatrienoic acid; 14,15-DiHETrE; 8,9-DiHETrE; 11,12-DiHETrE; 5,6-DHET; Prostaglandin J2; Prostaglandin A2; Heme; Prostaglandin G2; Thromboxane B2; Oxidized glutathione; 15(S)-HETE; 12-Keto-leukotriene B4; Prostaglandin B2; Delta-12-Prostaglandin J2; 6-Ketoprostaglandin E1; 11-Dehydro-thromboxane B2; 12(S)-HPETE; 15(S)-HPETE; 14,15-Epoxy-5,8,11-eicosatrienoic acid; 8-Isoprostane; 11,12-Epoxyeicosatrienoic acid; 8-HETE; 16(R)-HETE; 11,12,15-THETA; 12(R)-HPETE; 11H-14,15-EETA; 11,14,15-THETA; 8(S)-HPETE; Celecoxib; 15H-11,12-EETA; 15-Deoxy-d-12,14-PGJ2; 20-Hydroxyeicosatetraenoic acid; 20-Carboxy-leukotriene B4; PC(14:0/20:4(5Z,8Z,11Z,14Z)); 5-KETE; LysoPC(14:0); 5-HETE; 5-HPETE; 19(S)-HETE; 11-Epi-PGF2a; Fe3+; 12-KETE; Hydroxycelecoxib; Zinc; Hydrogen Ion; Prostaglandin-c2; Arachidonate; Carboxycelecoxib; Celecoxib glucuronide; prostaglandin-a2",http://www.smpdb.ca/view/SMP00096
Celecoxib Metabolism Pathway,NADP; NADPH; Uridine 5'-diphosphate; Uridine diphosphate glucuronic acid; Oxygen; Water; Heme; Celecoxib; Hydroxycelecoxib; Zinc; Hydrogen Ion; Carboxycelecoxib; Celecoxib glucuronide,http://www.smpdb.ca/view/SMP00644
Cerivastatin Action Pathway,"7-Dehydrocholesterol; Cholesterol; Formic acid; NADP; Palmitic acid; NADPH; Mevalonic acid; Pyrophosphate; Squalene; Adenosine triphosphate; Magnesium; Vitamin D3; Farnesyl pyrophosphate; 4,4-Dimethylcholesta-8,14,24-trienol; (S)-5-Diphosphomevalonic acid; Dimethylallylpyrophosphate; Lathosterol; (S)-2,3-Epoxysqualene; Acetyl-CoA; 4a-Methylzymosterol; FAD; Lanosterin; Geranyl-PP; 4,4-Dimethyl-5a-cholesta-8,24-dien-3-b-ol; ADP; Mevalonic acid-5P; Isopentenyl pyrophosphate; 3-Hydroxy-3-methylglutaryl-CoA; Oxygen; Coenzyme A; Phosphate; Acetoacetyl-CoA; Carbon dioxide; 8-Dehydrocholesterol; Water; Desmosterol; Heme; 7-Dehydrodesmosterol; Zymosterol intermediate 2; 3-Keto-4-methylzymosterol; 24,25-Dihydrolanosterol; 4,4-Dimethyl-5a-cholesta-8-en-3b-ol; 5a-Cholest-8-en-3b-ol; 5a-Cholesta-7,24-dien-3b-ol; 4a-Methylzymosterol-4-carboxylic acid; CE(18:0); Iron",http://www.smpdb.ca/view/SMP00111
Cetirizine H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Cetirizine; Histamium",http://www.smpdb.ca/view/SMP59058
Chloramphenicol Action Pathway,Adenosine monophosphate; Cytidine triphosphate; Cytidine monophosphate; L-Alanine; L-Proline; L-Threonine; L-Asparagine; L-Isoleucine; L-Histidine; Pyrophosphate; Uridine triphosphate; Uridine 5'-monophosphate; Adenosine triphosphate; L-Leucine; L-Methionine; L-Valine; Guanosine triphosphate; Guanosine monophosphate; D-Serine; Chloramphenicol,http://www.smpdb.ca/view/SMP00729
Chlorcyclizine H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Histamium; Chlorcyclizine",http://www.smpdb.ca/view/SMP58931
Chloroprocaine Action Pathway,Dopamine; Norepinephrine; Serotonin; Calcium; Adenosine triphosphate; Potassium; Sodium; ADP; Phosphate; Water; Chloroprocaine,http://www.smpdb.ca/view/SMP00394
Chloropyramine H1-Antihistamine Action,"Calcium; Histamine; Guanosine diphosphate; Guanosine triphosphate; Inositol 1,4,5-trisphosphate; Water; Chloropyramine; Histamium",http://www.smpdb.ca/view/SMP57585
Chlorothiazide Action Pathway,Aldosterone; Urea; Chloride ion; L-Cysteine; Potassium; Sodium; Hydrogen carbonate; Water; Chlorothiazide,http://www.smpdb.ca/view/SMP00078
