OMIM,label
253280,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 3"
612398,"RAB-ASSOCIATED PROTEIN RAB21"
612393,"WAS PROTEIN HOMOLOG ASSOCIATED WITH ACTIN, GOLGI MEMBRANES, AND MICROTUBULES"
612392,"NADH DEHYDROGENASE (UBIQUINONE) COMPLEX I, ASSEMBLY FACTOR 6"
612391,"HISTIOCYTOSIS-LYMPHADENOPATHY PLUS SYNDROME"
612390,"PONTOCEREBELLAR HYPOPLASIA, TYPE 2C"
612397,"COLLAGEN, TYPE VI, ALPHA-4, PSEUDOGENE 1"
612396,"ALLANTOICASE"
612395,"CHOLINE KINASE, BETA"
612394,"BONE FRAGILITY WITH CONTRACTURES, ARTERIAL RUPTURE, AND DEAFNESS"
221500,"DEAFNESS, NEURAL, CONGENITAL MODERATE"
601727,"TEA DOMAIN FAMILY MEMBER 4"
107910,"CYTOCHROME P450, FAMILY 19, SUBFAMILY A, POLYPEPTIDE 1"
142925,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS I, A"
142920,"HLA-DO HISTOCOMPATIBILITY TYPE"
617068,"PORTAL HYPERTENSION, NONCIRRHOTIC"
617069,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 3"
617066,"MUSCULAR DYSTROPHY, CONGENITAL, DAVIGNON-CHAUVEAU TYPE"
617067,"LY6/PLAUR DOMAIN-CONTAINING PROTEIN 8"
617064,"GUF1 GTPase, S. CEREVISIAE, HOMOLOG OF"
617065,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 40"
617062,"OKUR-CHUNG NEURODEVELOPMENTAL SYNDROME"
617063,"MEIER-GORLIN SYNDROME 7"
617060,"LACTASE-LIKE PROTEIN"
617061,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 44"
104751,"SERUM AMYLOID A2"
104750,"SERUM AMYLOID A1"
104752,"SERUM AMYLOID A4"
600974,"DEAFNESS, AUTOSOMAL RECESSIVE 7"
600975,"GLAUCOMA 3, PRIMARY INFANTILE, B"
600976,"FAT TUMOR SUPPRESSOR, DROSOPHILA, HOMOLOG OF, 1"
600977,"CONE-ROD DYSTROPHY 5"
600970,"MYOSIN VI"
600971,"DEAFNESS, AUTOSOMAL RECESSIVE 6"
600972,"ACHONDROGENESIS, TYPE IB"
600973,"AQUAPORIN 4"
308940,"LEIOMYOMATOSIS, DIFFUSE, WITH ALPORT SYNDROME"
600978,"LYMPHOTOXIN-BETA"
600979,"LYMPHOTOXIN B RECEPTOR"
605331,"ERYTHROCYTE MEMBRANE PROTEIN BAND 4.1-LIKE 3"
605330,"INTERLEUKIN 22"
204600,"CEROID LIPOFUSCINOSIS, NEURONAL, 2"
605332,"KELCH-LIKE 1"
605335,"PLECKSTRIN HOMOLOGY-LIKE DOMAIN, FAMILY A, MEMBER 1"
605334,"INTRAUTERINE GROWTH RETARDATION, METAPHYSEAL DYSPLASIA, ADRENAL HYPOPLASIA CONGENITA, AND GENITAL ANOMALIES"
605337,"COMPLEMENT FACTOR H-RELATED 4"
605336,"COMPLEMENT FACTOR H-RELATED 3"
605339,"FMR1 AUTOSOMAL HOMOLOG 2"
605338,"INTERNEXIN, ALPHA"
153840,"MACULAR DYSTROPHY, VITELLIFORM, 1"
167790,"SERINE PROTEASE INHIBITOR, KAZAL-TYPE, 1"
232220,"GLYCOGEN STORAGE DISEASE Ib"
167420,"PAIRED-RELATED HOMEOBOX GENE 1"
222748,"DIHYDROPYRIMIDINASE DEFICIENCY"
222745,"2,4-DIENOYL-CoA REDUCTASE 1, MITOCHONDRIAL"
601324,"HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN D"
601325,"CONTACTIN 3"
601322,"PORENCEPHALY, CEREBELLAR HYPOPLASIA, AND INTERNAL MALFORMATIONS"
601323,"NUCLEOBINDIN 1"
601320,"NUCLEAR RECEPTOR COACTIVATOR 4"
105400,"AMYOTROPHIC LATERAL SCLEROSIS 1"
601321,"NEUROFIBROMATOSIS-NOONAN SYNDROME"
140572,"HEAT-SHOCK PROTEIN, 90-KD, ALPHA, CLASS B, MEMBER 1"
616894,"ROBINOW SYNDROME, AUTOSOMAL DOMINANT 3"
616895,"SURVIVAL-ASSOCIATED MITOCHONDRIAL MELANOMA-SPECIFIC ONCOGENIC NONCODING RNA"
616896,"MITOCHONDRIAL DNA DEPLETION SYNDROME 14 (CARDIOENCEPHALOMYOPATHIC TYPE)"
102750,"ADENOSINE KINASE"
616890,"SPLIT-FOOT MALFORMATION WITH MESOAXIAL POLYDACTYLY"
616891,"DWARF OPEN READING FRAME"
616892,"NEPHROTIC SYNDROME, TYPE 12"
616893,"NEPHROTIC SYNDROME, TYPE 13"
614001,"NEUROBLASTOMA BREAKPOINT FAMILY, MEMBER 11"
614000,"NEUROBLASTOMA BREAKPOINT FAMILY, MEMBER 10"
614003,"NEUROBLASTOMA BREAKPOINT FAMILY, MEMBER 14"
614002,"NEUROBLASTOMA BREAKPOINT FAMILY, MEMBER 12"
614005,"NEUROBLASTOMA BREAKPOINT FAMILY, MEMBER 16"
614004,"NEUROBLASTOMA BREAKPOINT FAMILY, MEMBER 15"
614007,"NEUROBLASTOMA BREAKPOINT FAMILY, MEMBER 20"
614006,"NEUROBLASTOMA BREAKPOINT FAMILY, MEMBER 19"
133300,"ESTERASE ES-2, REGULATOR FOR"
112000,"BLOOD GROUP--Ul SYSTEM"
146730,"INSULIN-LIKE GROWTH FACTOR-BINDING PROTEIN 1"
248400,"MANDIBULOFACIAL DYSOSTOSIS WITH MENTAL DEFICIENCY"
270970,"SPHEROCYTOSIS, TYPE 3"
605809,"MYASTHENIC SYNDROME, CONGENITAL, 4A, SLOW-CHANNEL"
605808,"BIRDSHOT CHORIORETINOPATHY"
605807,"CADHERIN 20"
605806,"CADHERIN 7"
605805,"DERMATITIS, ATOPIC, 4"
605804,"DERMATITIS, ATOPIC, 3"
605803,"DERMATITIS, ATOPIC, 2"
605802,"ZINC FINGER E BOX-BINDING HOMEOBOX 2"
605801,"RALA-BINDING PROTEIN 1"
605800,"HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN U-LIKE 1"
194500,"ZINC FINGER PROTEIN 2"
601368,"DISHEVELLED 3"
601369,"DEAFNESS, AUTOSOMAL DOMINANT 9"
601362,"DIGEORGE SYNDROME/VELOCARDIOFACIAL SYNDROME COMPLEX 2"
601363,"WILMS TUMOR 4"
601360,"AMELIA, AUTOSOMAL RECESSIVE"
601361,"GROWTH/DIFFERENTIATION FACTOR 10"
601366,"MOTHERS AGAINST DECAPENTAPLEGIC, DROSOPHILA, HOMOLOG OF, 2"
601367,"STROKE, ISCHEMIC"
601364,"CADHERIN 13"
601365,"DISHEVELLED 1"
607409,"NEURITIN 1"
607408,"D-AMINO ACID OXIDASE ACTIVATOR"
607401,"INTERFERON, LAMBDA-2"
607400,"MUCOLIPIN 3"
607403,"INTERFERON, LAMBDA-1"
607402,"INTERFERON, LAMBDA-3"
607405,"TRACE AMINE-ASSOCIATED RECEPTOR 5"
607404,"INTERFERON-LAMBDA RECEPTOR 1"
607407,"EARLY B-CELL FACTOR 3"
607406,"STARCH-BINDING DOMAIN-CONTAINING PROTEIN 1"
609234,"EUKARYOTIC TRANSLATION INITIATION FACTOR 2A"
300150,"SOLUTE CARRIER FAMILY 25 (MITOCHONDRIAL CARRIER, ADENINE NUCLEOTIDE TRANSLOCATOR), MEMBER A5"
300153,"MELANOMA ANTIGEN, FAMILY B, 4"
615356,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2S"
615357,"BETA-1,3-GALACTOSYLTRANSFERASE 8"
615354,"LIGAND-DEPENDENT NUCLEAR RECEPTOR-INTERACTING FACTOR 1"
615355,"NOONAN SYNDROME 8"
615352,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 14"
615353,"COILED-COIL DOMAIN-CONTAINING PROTEIN 28A"
615350,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 14"
615351,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION), TYPE B, 14"
300155,"RETINITIS PIGMENTOSA 24"
475000,"GROWTH CONTROL, Y-CHROMOSOME INFLUENCED"
615358,"ADENYLATE KINASE 9"
615359,"MISSING OOCYTE/MEIOSIS REGULATOR, DROSOPHILA, HOMOLOG OF"
609232,"NUDIX HYDROLASE 12"
300156,"CANCER/TESTIS ANTIGEN 1B"
225290,"ECTRODACTYLY-POLYDACTYLY"
173340,"PLASMINOGEN-LIKE B1"
177850,"PSEUDOXANTHOMA ELASTICUM, FORME FRUSTE"
271620,"SPONDYLOEPIPHYSEAL DYSPLASIA TARDA WITH MENTAL RETARDATION"
182970,"SPINAL MUSCULAR ATROPHY, FACIOSCAPULOHUMERAL TYPE"
610809,"TBC1 DOMAIN FAMILY, MEMBER 3F"
610808,"TBC1 DOMAIN FAMILY, MEMBER 3E"
610805,"CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT 1, SUSCEPTIBILITY TO"
610804,"SOLUTE CARRIER FAMILY 35 (UDP-GLUCURONIC ACID/UDP-N-ACETYLGALACTOSAMINE DUAL TRANSPORTER), MEMBER D1"
610807,"TBC1 DOMAIN FAMILY, MEMBER 3D"
610806,"TBC1 DOMAIN FAMILY, MEMBER 3C"
610801,"SOLUTE CARRIER FAMILY 41, MEMBER 1"
610800,"AUTOPHAGY 10, S. CEREVISIAE, HOMOLOG OF"
610803,"SOLUTE CARRIER FAMILY 41, MEMBER 3"
610802,"SOLUTE CARRIER FAMILY 41, MEMBER 2"
606756,"17-BETA-HYDROXYSTEROID DEHYDROGENASE VII"
606757,"SOLUTE CARRIER FAMILY 4 (SODIUM BICARBONATE COTRANSPORTER), MEMBER 5"
606754,"SAM DOMAIN- AND HD DOMAIN-CONTAINING PROTEIN 1"
606755,"PEPTIDYLARGININE DEIMINASE, TYPE III"
606752,"ACUTE HEMORRHAGIC LEUKOENCEPHALITIS"
606753,"TETRATRICOPEPTIDE REPEAT DOMAIN-CONTAINING PROTEIN 4"
606750,"Z-DNA BINDING PROTEIN 1"
606751,"TRANSMEMBRANE PROTEASE, SERINE 5"
241150,"HYPOKALEMIC ALKALOSIS, FAMILIAL, WITH SPECIFIC RENAL TUBULOPATHY"
606758,"DUAL OXIDASE 1"
606759,"DUAL OXIDASE 2"
159500,"MYELINATED OPTIC NERVE FIBERS"
249300,"MEGALOCORNEA"
613763,"CATARACT 16, MULTIPLE TYPES"
314980,"ZINC FINGER PROTEIN, X-LINKED"
613766,"SECRETORY CARRIER MEMBRANE PROTEIN 5"
172439,"PHOSPHORIBOSYLAMINOIMIDAZOLE CARBOXYLASE"
172430,"ENOLASE 1"
201170,"ACROFACIAL DYSOSTOSIS SYNDROME OF RODRIGUEZ"
124095,"CYTOPLASMIC TYROSINE KINASE"
124097,"D SITE OF ALBUMIN PROMOTER-BINDING PROTEIN"
124090,"CYTOCHROME c OXIDASE, SUBUNIT 6C"
124092,"INTERLEUKIN 10"
616076,"DEFENSIN, BETA, 123"
616077,"DEFENSIN, BETA, 122, PSEUDOGENE"
616074,"CHEMOKINE-LIKE FACTOR"
616075,"DEFENSIN, BETA, 121"
616072,"HETEROCHROMATIN PROTEIN 1-BINDING PROTEIN 3"
616073,"DEP DOMAIN-CONTAINING PROTEIN 1B"
616070,"COILED-COIL DOMAIN-CONTAINING PROTEIN 113"
616071,"CHROMOSOME 7 OPEN READING FRAME 31"
244500,"KERATOCONUS 1"
616078,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 29"
616079,"RETINAL DYSTROPHY WITH INNER RETINAL DYSFUNCTION AND GANGLION CELL ABNORMALITIES"
185750,"SYMPHALANGISM WITH MULTIPLE ANOMALIES OF HANDS AND FEET"
314360,"ULNAR HYPOPLASIA WITH LOBSTER-CLAW DEFORMITY OF FEET"
611864,"ARMADILLO REPEAT-CONTAINING 10"
611865,"L3MBT-LIKE 2"
611866,"RETINOL-BINDING PROTEIN 5"
611867,"CHROMOSOME 22q11.2 DELETION SYNDROME, DISTAL"
611860,"MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE II"
611861,"ADP-DEPENDENT GLUCOKINASE"
611862,"WHITE BLOOD CELL COUNT QUANTITATIVE TRAIT LOCUS 1"
611863,"MICROTIA WITH NASOLACRIMAL DUCT IMPERFORATION AND EYE COLOBOMA"
611868,"PROSTATE CANCER, HEREDITARY, 12"
611869,"RABAPTIN, RAB GTPase-BINDING EFFECTOR PROTEIN 2"
276900,"USHER SYNDROME, TYPE I"
276901,"USHER SYNDROME, TYPE IIA"
276902,"USHER SYNDROME, TYPE IIIA"
276903,"MYOSIN VIIA"
276904,"USHER SYNDROME, TYPE IC"
276905,"USHER SYNDROME, TYPE IIC"
613598,"ZINC FINGER PROTEIN 513"
613599,"ABHYDROLASE DOMAIN-CONTAINING PROTEIN 12"
613596,"FAMILY WITH SEQUENCE SIMILARITY 161, MEMBER A"
613597,"4-HYDROXY-2-OXOGLUTARATE ALDOLASE 1"
613594,"BUTYROPHILIN, SUBFAMILY 3, MEMBER A2"
613595,"BUTYROPHILIN, SUBFAMILY 3, MEMBER A3"
613592,"BUTYROPHILIN, SUBFAMILY 2, MEMBER A3"
613593,"BUTYROPHILIN, SUBFAMILY 3, MEMBER A1"
613590,"BUTYROPHILIN, SUBFAMILY 2, MEMBER A1"
613591,"BUTYROPHILIN, SUBFAMILY 2, MEMBER A2"
311850,"PHOSPHORIBOSYLPYROPHOSPHATE SYNTHETASE I"
602129,"MYOSIN IXB"
602128,"GROWTH ARREST-SPECIFIC 2-LIKE 1"
602121,"DIAPHANOUS, DROSOPHILA, HOMOLOG OF, 1"
602120,"CHROMODOMAIN HELICASE DNA-BINDING PROTEIN 3"
602123,"CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE II-GAMMA"
602122,"SIGNAL RECOGNITION PARTICLE, 72-KD"
602125,"CYTOCHROME c OXIDASE ASSEMBLY FACTOR COX10"
602124,"DYSTONIA 7, TORSION"
602127,"SMOOTHELIN"
602126,"ZINC FINGER PROTEIN 161, MOUSE, HOMOLOG OF"
270500,"ATAXIA, SPASTIC, CHILDHOOD-ONSET, AUTOSOMAL RECESSIVE, WITH OPTIC ATROPHY AND MENTAL RETARDATION"
176430,"PREMATURE CHROMATID SEPARATION TRAIT"
236200,"HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY"
139090,"GRAY PLATELET SYNDROME"
246900,"DIHYDROLIPOAMIDE DEHYDROGENASE DEFICIENCY"
125050,"DEAFNESS WITH ANHIDROTIC ECTODERMAL DYSPLASIA"
610029,"VOLTAGE-DEPENDENT ANION CHANNEL 3"
610028,"POLY(ADP-RIBOSE) POLYMERASE 14"
610027,"VACUOLAR PROTEIN SORTING 26, YEAST, HOMOLOG OF, B"
610026,"COLLAGEN, TYPE XXII, ALPHA-1"
610025,"COLLAGEN, TYPE XXIV, ALPHA-1"
610024,"RETINAL CONE DYSTROPHY 3A"
610023,"BRACHYDACTYLY, COLOBOMA, AND ANTERIOR SEGMENT DYSGENESIS"
610022,"MYOSIN VC"
610021,"HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 7"
610020,"TBC1 DOMAIN FAMILY, MEMBER 10A"
605476,"ARF GTPase-ACTIVATING PROTEIN WITH GTPase DOMAIN, ANKYRIN REPEAT, AND PLECKSTRIN HOMOLOGY DOMAIN 2"
605477,"RHO GUANINE NUCLEOTIDE EXCHANGE FACTOR 7"
605474,"TOLL-LIKE RECEPTOR 9"
605475,"BAI1-ASSOCIATED PROTEIN 2"
605472,"USHER SYNDROME, TYPE IIC"
605473,"UBIQUILIN 3"
605470,"MATRIX METALLOPROTEINASE 26"
605471,"ZINC FINGER FYVE TYPE-CONTAINING PROTEIN 1"
211900,"TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL"
605478,"SINGLE IMMUNOGLOBULIN DOMAIN-CONTAINING IL1R-RELATED PROTEIN"
605479,"CHOLESTASIS, BENIGN RECURRENT INTRAHEPATIC, 2"
164220,"SCHILBACH-ROTT SYNDROME"
138322,"GLUTATHIONE PEROXIDASE 4"
138321,"GLUTATHIONE PEROXIDASE 3"
138320,"GLUTATHIONE PEROXIDASE 1"
601901,"SOLUTE CARRIER FAMILY 8 (SODIUM-CALCIUM EXCHANGER), MEMBER 2"
122200,"CORNEAL DYSTROPHY, LATTICE TYPE I"
111000,"BLOOD GROUP--KIDD SYSTEM"
258040,"OEIS COMPLEX"
110750,"GLYCOPHORIN C"
114230,"CALPAIN 2"
223900,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE III"
238310,"AMINOMETHYLTRANSFERASE"
300623,"FRAGILE X TREMOR/ATAXIA SYNDROME"
300622,"TN POLYAGGLUTINATION SYNDROME"
300621,"DXF34 GENE"
300620,"V-SET AND IMMUNOGLOBULIN DOMAINS-CONTAINING PROTEIN 1"
300627,"ZINC FINGER PROTEIN 449"
300626,"ANKYRIN REPEAT- AND SOCS BOX-CONTAINING PROTEIN 11"
300625,"KITA-KYUSHU LUNG CANCER ANTIGEN 1"
300624,"FRAGILE X SYNDROME"
300629,"ADAPTOR-RELATED PROTEIN COMPLEX 1, SIGMA-2 SUBUNIT"
300628,"FERM DOMAIN-CONTAINING PROTEIN 7"
245660,"LARYNGOONYCHOCUTANEOUS SYNDROME"
173470,"INTEGRIN, BETA-3"
613835,"LEBER CONGENITAL AMAUROSIS 8"
613834,"MULTISYSTEMIC SMOOTH MUSCLE DYSFUNCTION SYNDROME"
613837,"LEBER CONGENITAL AMAUROSIS 11"
613836,"ADIPONECTIN, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 5"
613831,"UBIQUITIN PROTEIN LIGASE E3 COMPONENT N-RECOGNIN 3"
613830,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1D"
218700,"HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 2"
613832,"SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS"
613839,"MEGALOBLASTIC ANEMIA DUE TO DIHYDROFOLATE REDUCTASE DEFICIENCY"
613838,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 16"
129600,"ECTOPIA LENTIS 1, ISOLATED, AUTOSOMAL DOMINANT"
311070,"CHARCOT-MARIE-TOOTH DISEASE, X-LINKED RECESSIVE, 5"
245590,"GROWTH HORMONE INSENSITIVITY WITH IMMUNODEFICIENCY"
142630,"HISTIOCYTOSIS, PROGRESSIVE MUCINOUS"
608978,"MEACHAM SYNDROME"
608979,"PROTEIN PHOSPHATASE, MAGNESIUM/MANGANESE-DEPENDENT, 1M"
608974,"COMPLEMENT COMPONENT C1r-LIKE PROTEIN"
608975,"PARTITIONING-DEFECTIVE PROTEIN 6, C. ELEGANS, HOMOLOG OF, BETA"
608976,"PARTITIONING-DEFECTIVE PROTEIN 6, C. ELEGANS, HOMOLOG OF, GAMMA"
608977,"DNAJ/HSP40 HOMOLOG, SUBFAMILY C, MEMBER 19"
608970,"MACULAR DYSTROPHY, PATTERNED, 2"
608971,"SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE, B CELL-POSITIVE, NK CELL-POSITIVE"
608972,"CREB-REGULATED TRANSCRIPTION COACTIVATOR 2"
608973,"SALT-INDUCIBLE KINASE 2"
310305,"V-MYB AVIAN MYELOBLASTOSIS VIRAL ONCOGENE HOMOLOG-LIKE 2"
310300,"EMERY-DREIFUSS MUSCULAR DYSTROPHY 1, X-LINKED"
158320,"MUIR-TORRE SYNDROME"
465000,"A-KINASE ANCHOR PROTEIN 17A, Y-CHROMOSOMAL"
305700,"SPERMATOGENIC FAILURE, X-LINKED, 1"
167220,"PACMAN DYSPLASIA"
312863,"COMBINED IMMUNODEFICIENCY, X-LINKED"
312860,"FILIPPI SYNDROME"
312861,"5-HYDROXYTRYPTAMINE RECEPTOR 2C"
312865,"SHORT STATURE HOMEOBOX"
190420,"TRIGLYCERIDE STORAGE DISEASE, TYPE I"
102510,"ACROPECTOROVERTEBRAL DYSPLASIA"
300366,"TOLL-LIKE RECEPTOR 8"
300367,"THROMBOCYTOPENIA, X-LINKED, WITH OR WITHOUT DYSERYTHROPOIETIC ANEMIA"
300364,"ARMADILLO REPEAT CONTAINING, X-LINKED 3"
300365,"TOLL-LIKE RECEPTOR 7"
300362,"ARMADILLO REPEAT CONTAINING, X-LINKED 1"
300363,"ARMADILLO REPEAT CONTAINING, X-LINKED 2"
300360,"MENTAL RETARDATION, X-LINKED, SYNDROMIC, CABEZAS TYPE"
300361,"NERVE GROWTH FACTOR RECEPTOR-ASSOCIATED PROTEIN 1"
113510,"BRAIN-SPECIFIC PROTEIN Pc-1"
251260,"NIJMEGEN BREAKAGE SYNDROME"
300369,"ACIDIC REPEAT-CONTAINING GENE"
153310,"CHARCOT-LEYDEN CRYSTAL PROTEIN"
268650,"RUDIGER SYNDROME"
260100,"PA POLYMORPHISM OF ALPHA-2-GLOBULIN"
601168,"DIHYDROPYRIMIDINASE-LIKE 3"
609315,"TRIPARTITE MOTIF-CONTAINING PROTEIN 7"
609314,"RADIAL SPOKE HEAD 1, CHLAMYDOMONAS, HOMOLOG OF"
609313,"MENTAL RETARDATION, ENTEROPATHY, DEAFNESS, PERIPHERAL NEUROPATHY, ICHTHYOSIS, AND KERATODERMA"
609312,"DOPAMINE BETA-HYDROXYLASE, PLASMA"
609311,"CHARCOT-MARIE-TOOTH DISEASE, TYPE 4H"
609310,"COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 2"
601160,"LISSENCEPHALY TYPE III AND BONE DYSPLASIA"
601161,"TRISOMY 18-LIKE SYNDROME"
601162,"SPASTIC PARAPLEGIA 9A, AUTOSOMAL DOMINANT"
601163,"DIAPHRAGMATIC DEFECTS, LIMB DEFICIENCIES, AND OSSIFICATION DEFECTS OF SKULL"
601164,"WOODHOUSE-SAKATI SYNDROME"
601165,"CLEFT LIP/PALATE WITH CHARACTERISTIC FACIES, INTESTINAL MALROTATION, AND LETHAL CONGENITAL HEART DISEASE"
601166,"G PROTEIN-COUPLED RECEPTOR 15"
609318,"TRIPARTITE MOTIF-CONTAINING PROTEIN 45"
600699,"DELETED IN AZOOSPERMIA"
600698,"HIGH MOBILITY GROUP AT-HOOK 2"
612979,"SYS1 GOLGI-LOCALIZED INTEGRAL MEMBRANE PROTEIN, S. CEREVISIAE, HOMOLOG OF"
612978,"PRECEREBELLIN 3"
600691,"SOLUTE CARRIER FAMILY 27 (FATTY ACID TRANSPORTER), MEMBER 1"
600690,"T-CELL LEUKEMIA TRANSLOCATION-ASSOCIATED GENE"
600693,"POLYPYRIMIDINE TRACT-BINDING PROTEIN 1"
612970,"NEUROBLASTOMA BREAKPOINT FAMILY, MEMBER 17, PSEUDOGENE"
600695,"S-PHASE KINASE-ASSOCIATED PROTEIN 1"
600694,"INTERLEUKIN 6 SIGNAL TRANSDUCER"
600697,"RETINOBLASTOMA-BINDING PROTEIN 5"
600696,"ENOYL-CoA HYDRATASE 1, PEROXISOMAL"
156360,"METALLOTHIONEIN 2A"
265880,"PYKNOACHONDROGENESIS"
200450,"ACHALASIA-MICROCEPHALY SYNDROME"
269300,"CRANIOMETADIAPHYSEAL DYSPLASIA"
617340,"URIDINE PHOSPHORYLASE 2"
608198,"PEPTIDOGLYCAN RECOGNITION PROTEIN 4"
608199,"PEPTIDOGLYCAN RECOGNITION PROTEIN 2"
608196,"WERNER HELICASE-INTERACTING PROTEIN 1"
608197,"PEPTIDOGLYCAN RECOGNITION PROTEIN 3"
608194,"CONE-ROD DYSTROPHY 13"
608195,"LEUCINE-RICH REPEAT-CONTAINING PROTEIN 1"
608192,"SCY1-LIKE PROTEIN 3"
608193,"REC8, S. POMBE, HOMOLOG OF"
608190,"N-ACETYLTRANSFERASE 8B"
608191,"RB-ASSOCIATED KRAB REPRESSOR"
303900,"COLORBLINDNESS, PARTIAL, PROTAN SERIES"
607647,"PLASMALEMMA VESICLE-ASSOCIATED PROTEIN"
142712,"HISTONE GENE CLUSTER 1, H1 HISTONE FAMILY, MEMBER T"
142711,"HISTONE GENE CLUSTER 1, H1 HISTONE FAMILY, MEMBER B"
142710,"HISTONE GENE CLUSTER 1, H1 HISTONE FAMILY, MEMBER C"
607643,"FASCIN ACTIN-BUNDLING PROTEIN 2, RETINAL"
607642,"RETINOIC ACID-INDUCED GENE 1"
607641,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VIIB"
607640,"ATAXIN 7"
607649,"OSTEOPETROSIS-ASSOCIATED TRANSMEMBRANE PROTEIN 1"
607648,"SERINE/THREONINE PROTEIN KINASE 39"
606594,"SET DOMAIN-CONTAINING PROTEIN 7"
606595,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2F"
606596,"FUKUTIN-RELATED PROTEIN"
606597,"PAIRED BOX GENE 3"
606590,"NUCLEAR PROTEIN LOCALIZATION 4, S. CEREVISIAE, HOMOLOG OF"
606591,"MUS81, S. CEREVISIAE, HOMOLOG OF"
606592,"VANIN 3"
606593,"LIG4 SYNDROME"
606598,"GANGLIOSIDE-INDUCED DIFFERENTIATION-ASSOCIATED PROTEIN 1"
606599,"THIOREDOXIN-INTERACTING PROTEIN"
144010,"HYPERCHOLESTEROLEMIA, AUTOSOMAL DOMINANT, TYPE B"
180730,"ROMBO SYNDROME"
187100,"TEETH, SUPERNUMERARY"
600343,"PAROTID SALIVARY GLANDS, POLYCYSTIC DYSGENETIC DISEASE OF"
600342,"G PROTEIN-COUPLED RECEPTOR, RETINAL"
600341,"TYRO3 PROTEIN TYROSINE KINASE"
600340,"PLASMA MEMBRANE PROTEOLIPID"
600347,"BREVICAN"
600346,"POLYCOMB GROUP RING FINGER PROTEIN 2"
600345,"BETACELLULIN"
600344,"RHOX HOMEOBOX FAMILY, MEMBER 1"
600349,"INHIBITOR OF DNA BINDING 1"
600348,"BAND HETEROTOPIA"
131180,"ENDOGENOUS RETROVIRAL POL-LIKE SEQUENCE-2"
615741,"KIAA0141 GENE"
615740,"TBC1 DOMAIN FAMILY, MEMBER 5"
615743,"SET DOMAIN-CONTAINING PROTEIN 5"
615742,"RGP1 RETROGRADE GOLGI TRANSPORT, S. CEREVISIAE, HOMOLOG OF"
615745,"ATRIAL STANDSTILL 2"
615744,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 19"
615747,"CARCINOEMBRYONIC ANTIGEN-RELATED CELL ADHESION MOLECULE 8"
615746,"ZXD FAMILY ZINC FINGER PROTEIN C"
615749,"ECULIZUMAB, POOR RESPONSE TO"
615748,"WASH COMPLEX, SUBUNIT 4"
114170,"CALPAIN, SMALL SUBUNIT 1"
181460,"SCHISTOSOMA MANSONI INFECTION, SUSCEPTIBILITY/RESISTANCE TO"
613363,"WD REPEAT-CONTAINING PROTEIN 34"
616508,"SOLUTE CARRIER FAMILY 39 (ZINC TRANSPORTER), MEMBER 11"
616509,"CATARACT 44"
616506,"NEURON-DERIVED NEUROTROPHIC FACTOR"
616507,"OSTEOGENESIS IMPERFECTA, TYPE XVII"
616504,"METHYLTRANSFERASE-LIKE 14"
616505,"NEUROPATHY, HEREDITARY MOTOR AND SENSORY, TYPE VIB"
616502,"CONE-ROD DYSTROPHY 21"
616503,"LETHAL CONGENITAL CONTRACTURE SYNDROME 9"
